2018-07-16 - 2018-08-06,Liga Pro Gaming Season 2,"$3,500.00"
2018-07-25 - 2018-07-29,DOTA Summit 9,"$100,000.00"
2018-07-28,Asian Dota 2 League: AU Series 2,"$1,480.00"
2018-07-28,Red Bull AdrenaLAN,"$10,000.00"
2018-07-20 - 2018-07-25,VARENA Dota 2 Challenge,"$5,175.80"
2018-07-16 - 2018-07-19,ANGGAME China vs SEA #2 - Online Final,"$22,146.00"
2018-06-30 - 2018-07-08,X-Bet.co Rampage Series #1,"$5,935.51"
2018-06-28 - 2018-07-05,ProDotA Cup China,"$2,000.00"
2018-05-05 - 2018-06-30,Liga Pro Gaming Season 1,"$3,500.00"
2018-05-21 - 2018-06-29,MPGL Asian Championship 2018,"$100,000.00"
2018-05-12 - 2018-06-23,NON STOP Energy League Season 1,"$3,683.14"
2018-06-16 - 2018-06-17,ESL ANZ Championship - Season 1 (Dota 2),"$7,448.80"
2018-06-02 - 2018-06-10,China Dota2 Supermajor,"$1,500,000.00"
2018-06-07 - 2018-06-10,epic.TWENTY FOUR,$985.13
2018-05-28 - 2018-06-01,SLTV ProSeries Season XXIII,"$2,000.00"
2018-03-13 - 2018-05-27,Dota2 Professional League Season 5,"$184,277.60"
2018-05-23 - 2018-05-27,ESL One Birmingham 2018,"$1,000,000.00"
2018-04-01 - 2018-05-27,Russian e-Sports Cup 2018,"$24,151.35"
2018-05-14 - 2018-05-20,MDL Changsha Major,"$1,000,000.00"
2018-04-26 - 2018-05-19,Taurora Dota 2 Invitational #1,"$5,932.81"
2018-04-08 - 2018-05-13,ProDotA Cup Europe,"$2,000.00"
2018-05-09 - 2018-05-12,GESC: Thailand Dota2 Minor,"$300,000.00"
2018-04-27 - 2018-05-06,EPICENTER XL,"$1,000,000.00"
2018-01-01 - 2018-04-30,FACEIT Pro League,"$43,750.00"
2018-04-29 - 2018-04-30,World Cyber Arena 2017 - World Finals,"$71,055.00"
2018-04-25 - 2018-04-26,AGON Dota 2 Cup,"$2,405.55"
2018-04-20 - 2018-04-22,Indonesia Games Championship 2018,"$10,800.00"
2018-04-21 - 2018-04-22,Thailand Esport Pro League 2018,"$11,827.12"
2018-01-29 - 2018-04-17,joinDOTA League Season 12,"$12,025.00"
2018-04-12 - 2018-04-15,StarLadder ImbaTV Invitational #5,"$300,000.00"
2018-04-08,META'18,"$1,500.00"
2018-03-29 - 2018-04-07,DAC 2018,"$1,004,700.00"
2018-03-03 - 2018-03-26,Game Plus Championship,"$1,000.00"
2018-03-24 - 2018-03-25,Cybercon 2018,"$1,358.73"
2018-03-21 - 2018-03-25,DreamLeague Season 9,"$300,000.00"
2018-03-23 - 2018-03-25,Electronic Sports Festival 2018,"$2,360.06"
2018-03-24 - 2018-03-25,Philippine Pro Gaming League 2018,"$7,638.00"
2018-03-15 - 2018-03-18,GESC: Indonesia Dota2 Minor,"$300,000.00"
2018-03-17 - 2018-03-18,Tyumen Cyber Fest 2018,"$2,632.50"
2018-03-13 - 2018-03-18,WESG 2017,"$1,500,000.00"
2018-03-04 - 2018-03-11,The Bucharest Major 2018,"$1,000,000.00"
2018-03-04,Bishkek Stars League #7,"$2,197.50"
2018-03-01 - 2018-03-03,ANGGAME China vs SEA - Online Final,"$10,000.00"
2018-03-02 - 2018-03-03,LanTrek 2018,"$1,232.20"
2018-02-23 - 2018-02-25,epic.TWENTY THREE,"$1,030.47"
2018-02-20 - 2018-02-25,ESL One Katowice 2018,"$1,000,000.00"
2018-02-24 - 2018-02-25,Malaysia Esports League,"$81,856.00"
2018-02-11 - 2018-02-18,SLTV ProSeries Season XXII,"$2,000.00"
2018-01-14 - 2018-02-05,OverPower Cup,"$2,000.00"
2018-02-01 - 2018-02-04,StarLadder i-League Invitational #4,"$300,000.00"
2018-02-01 - 2018-02-04,WESG 2017 - North American Finals,"$37,500.00"
2018-02-02 - 2018-02-04,WESG 2017 - South American Finals,"$37,500.00"
2018-01-23 - 2018-01-28,ESL One Genting 2018,"$400,000.00"
2018-01-26 - 2018-01-28,WESG 2017 - Africa Qualifiers,"$2,000.00"
2018-01-18 - 2018-01-21,Asia Pacific Predator League 2018,"$90,000.00"
2018-01-19 - 2018-01-21,Galaxy Battles II: Emerging Worlds,"$500,000.00"
2018-01-14 - 2018-01-21,OverPower Cup China #1,"$2,000.00"
2017-12-14 - 2018-01-17,MID.TV Challenge Cup,"$15,000.00"
2018-01-13 - 2018-01-14,Malaysia Cyber Games 2018,"$10,929.60"
2018-01-11 - 2018-01-14,WESG 2017 - Asia Pacific Finals,"$92,500.00"
2018-01-04 - 2018-01-07,Captains Draft 4.0,"$300,000.00"
